Date,Open,High,Low,Close,Volume
10/13/2022,"100.70","101.80","98.85","100.10","3,107,555"
10/12/2022,"100.50","101.15","99.00","100.55","2,423,376"
10/11/2022,"103.30","103.50","99.90","100.30","12,749,050"
10/10/2022,"102.00","103.90","101.20","103.25","1,748,242"
10/07/2022,"103.35","103.45","101.85","103.20","1,716,013"
10/06/2022,"102.00","103.80","101.75","103.45","4,893,642"
10/04/2022,"99.60","101.50","99.60","101.15","1,919,491"
10/03/2022,"99.40","99.60","98.00","98.30","3,479,333"
09/30/2022,"96.70","100.40","95.70","99.30","5,196,062"
09/29/2022,"96.90","98.30","96.40","96.85","4,897,702"
09/28/2022,"96.65","97.85","95.00","95.25","3,254,693"
09/27/2022,"101.10","101.30","96.55","97.60","8,194,478"
09/26/2022,"104.50","104.50","98.50","99.85","5,309,642"
09/23/2022,"106.20","107.90","103.75","104.25","7,815,307"
09/22/2022,"104.50","105.30","103.50","103.65","4,167,273"
09/21/2022,"105.85","107.20","104.30","104.50","4,045,221"
09/20/2022,"104.25","106.35","104.00","105.85","4,415,941"
09/19/2022,"106.05","106.25","103.00","103.15","10,985,820"
09/16/2022,"106.35","107.55","105.00","105.80","4,808,283"
09/15/2022,"109.00","109.00","106.50","107.00","2,776,687"
09/14/2022,"106.10","110.40","105.80","109.10","8,346,563"
09/13/2022,"107.70","108.65","107.55","107.75","2,080,612"
09/12/2022,"106.70","107.90","106.45","107.70","5,496,065"
09/09/2022,"106.80","107.35","105.55","105.75","4,350,354"
09/08/2022,"108.15","108.50","105.30","105.85","4,463,250"
09/07/2022,"107.30","108.80","107.10","107.60","2,104,970"
09/06/2022,"107.15","108.75","106.05","108.55","6,000,201"
09/05/2022,"105.90","107.25","105.90","106.90","4,969,281"
09/02/2022,"106.90","107.05","105.00","105.55","4,160,902"
09/01/2022,"107.20","107.80","105.85","106.45","4,250,740"
08/30/2022,"106.30","108.45","106.00","108.30","5,754,654"
08/29/2022,"101.20","105.65","101.20","104.85","5,943,071"
08/26/2022,"107.30","109.20","107.10","107.40","2,408,297"
08/25/2022,"106.85","107.85","105.80","106.20","3,978,457"
08/24/2022,"107.85","108.20","105.80","106.55","3,396,443"
08/23/2022,"104.20","108.25","103.45","107.55","7,046,063"
08/22/2022,"109.70","109.70","104.70","105.05","4,276,721"
08/19/2022,"112.80","112.80","109.50","110.00","5,041,359"
08/18/2022,"112.50","113.00","111.35","112.55","3,917,906"
08/17/2022,"113.70","113.70","112.25","112.50","4,520,838"
08/16/2022,"113.70","113.80","111.05","113.00","5,462,751"
08/12/2022,"109.20","112.90","108.70","112.65","9,455,716"
08/11/2022,"110.10","110.65","108.60","109.10","5,233,551"
08/10/2022,"107.90","109.90","106.45","109.25","4,002,923"
08/08/2022,"107.50","108.20","106.70","107.20","3,616,970"
08/05/2022,"107.85","109.25","107.05","107.35","5,034,443"
08/04/2022,"108.15","109.50","106.05","107.70","4,298,457"
08/03/2022,"106.85","108.50","106.00","107.00","3,280,717"
08/02/2022,"108.20","108.20","105.30","106.95","3,719,535"
08/01/2022,"110.10","111.45","106.10","108.25","12,783,080"
07/29/2022,"103.00","109.30","102.10","107.65","11,659,950"
07/28/2022,"98.00","102.05","97.40","100.35","8,730,002"
07/27/2022,"95.95","96.16","94.36","95.95","2,694,870"
07/26/2022,"96.90","97.40","94.59","94.95","7,278,590"
07/25/2022,"93.60","96.62","93.36","96.09","4,258,250"
07/22/2022,"94.00","94.40","93.21","93.60","3,375,430"
07/21/2022,"93.00","93.90","92.47","93.45","2,179,700"
07/20/2022,"93.43","93.78","92.50","92.82","2,756,490"
07/19/2022,"90.41","92.20","90.10","91.93","5,731,490"
07/18/2022,"89.50","90.79","89.23","90.43","12,658,500"
07/15/2022,"90.25","91.02","87.75","88.36","5,800,760"
07/14/2022,"90.51","91.09","89.50","90.81","2,984,000"
07/13/2022,"90.40","91.40","90.10","90.45","4,992,860"
07/12/2022,"90.90","91.60","89.38","90.21","4,486,230"
07/11/2022,"88.88","92.85","87.61","91.27","6,344,600"
07/08/2022,"91.90","91.90","88.05","88.58","7,087,720"
07/07/2022,"86.50","90.60","85.80","90.03","8,221,270"
07/06/2022,"86.03","86.10","83.83","85.84","5,761,470"
07/05/2022,"86.21","87.90","85.81","86.03","4,971,370"
07/04/2022,"87.00","87.11","84.40","85.46","4,820,640"
07/01/2022,"87.20","87.53","85.94","87.33","2,749,430"
06/30/2022,"88.40","89.46","86.43","86.70","2,383,210"
06/29/2022,"87.20","88.86","86.50","88.15","4,013,860"
06/28/2022,"86.87","88.42","86.06","87.94","3,265,170"
06/27/2022,"86.71","87.87","86.31","86.78","4,839,880"
06/24/2022,"84.80","86.48","84.46","85.29","4,209,170"
06/23/2022,"84.00","85.60","82.71","84.10","4,427,990"
06/22/2022,"87.69","87.69","83.56","83.80","4,977,600"
06/21/2022,"87.70","89.52","86.40","88.43","5,290,220"
06/20/2022,"90.79","90.79","84.30","86.12","11,304,350"
06/17/2022,"90.14","92.76","89.50","90.69","8,301,950"
06/16/2022,"97.00","97.50","89.85","90.17","8,784,200"
06/15/2022,"95.40","97.42","95.15","95.97","5,165,940"
06/14/2022,"98.90","101.38","98.77","99.63","4,658,000"
06/13/2022,"100.80","101.19","99.00","99.27","3,499,250"
06/10/2022,"103.20","103.20","101.10","102.35","5,024,130"
06/09/2022,"107.96","108.74","104.15","104.54","5,304,130"
06/08/2022,"107.40","108.85","107.40","108.68","3,905,820"
06/07/2022,"107.00","108.14","106.36","106.86","3,085,850"
06/06/2022,"106.23","108.30","104.95","107.82","4,660,860"
06/03/2022,"108.92","109.29","106.50","106.77","2,278,200"
06/02/2022,"106.80","108.46","105.90","108.13","3,457,330"
06/01/2022,"106.11","107.90","105.44","106.30","3,704,120"
05/31/2022,"104.49","107.19","103.73","105.56","3,506,300"
05/30/2022,"106.00","106.40","104.40","104.74","3,081,960"
05/27/2022,"106.38","106.88","103.21","104.34","3,458,070"
05/26/2022,"100.70","106.73","99.56","105.19","10,436,660"
05/25/2022,"100.30","101.82","99.20","99.92","4,035,050"
05/24/2022,"103.40","103.98","100.25","100.62","8,076,010"
05/23/2022,"111.00","111.00","100.32","102.36","14,267,860"
05/20/2022,"116.00","117.82","114.15","117.02","4,197,910"
05/19/2022,"115.00","115.56","111.52","112.29","4,149,370"
05/18/2022,"119.43","120.90","117.56","118.03","3,597,050"
05/17/2022,"112.50","119.69","111.79","118.84","7,328,200"
05/16/2022,"112.19","113.49","109.38","110.43","3,029,630"
05/13/2022,"113.00","115.22","109.25","109.65","5,332,060"
05/12/2022,"115.71","116.20","110.34","111.82","5,598,410"
05/11/2022,"117.12","119.06","112.36","116.63","6,720,740"
05/10/2022,"125.20","125.48","115.83","116.54","8,731,730"
05/09/2022,"126.99","127.40","124.41","125.24","3,346,130"
05/06/2022,"127.00","128.97","124.30","128.43","5,000,610"
05/05/2022,"128.20","131.66","127.68","128.45","6,099,550"
05/04/2022,"133.00","133.00","125.50","126.15","13,472,220"
05/02/2022,"125.50","130.27","124.88","129.51","4,587,590"
04/29/2022,"126.50","129.14","126.41","127.17","3,685,080"
04/28/2022,"126.00","126.81","124.31","126.11","2,286,860"
04/27/2022,"122.80","125.49","121.02","124.65","2,717,760"
04/26/2022,"123.50","124.15","122.52","123.36","2,292,640"
04/25/2022,"125.10","126.00","121.30","122.06","6,124,020"
04/22/2022,"130.22","131.14","127.40","127.78","5,072,240"
04/21/2022,"131.99","132.28","128.60","130.22","3,190,060"
04/20/2022,"133.27","133.68","130.40","131.37","1,890,130"
04/19/2022,"135.40","136.66","130.91","132.55","3,585,690"
04/18/2022,"133.50","135.85","132.90","133.92","4,971,400"
04/13/2022,"133.88","134.60","131.50","131.93","3,378,160"
04/12/2022,"135.50","135.96","129.66","132.06","5,385,540"
04/11/2022,"137.00","138.39","135.50","135.80","3,314,900"
04/08/2022,"135.70","137.97","135.68","137.11","3,261,220"
04/07/2022,"137.40","138.21","134.13","134.94","4,685,820"
04/06/2022,"135.20","138.63","134.49","137.10","9,494,950"
04/05/2022,"135.18","135.80","132.94","134.49","3,239,000"
04/04/2022,"131.71","135.39","131.60","133.95","3,445,480"
04/01/2022,"131.02","134.10","130.58","131.62","2,413,800"
03/31/2022,"130.80","132.05","129.95","130.71","1,672,120"
03/30/2022,"133.50","133.60","130.01","130.80","2,373,010"
03/29/2022,"134.11","134.80","132.68","133.44","2,605,050"
03/28/2022,"133.70","135.50","132.81","133.90","2,051,260"
03/25/2022,"135.40","136.62","133.42","133.89","3,068,320"
03/24/2022,"133.00","135.93","132.58","135.02","4,170,560"
03/23/2022,"132.25","134.74","129.22","133.05","9,139,560"
03/22/2022,"131.50","133.00","128.80","130.25","3,259,720"
03/21/2022,"131.80","133.40","129.51","130.23","3,501,010"
03/17/2022,"127.01","131.77","127.01","130.34","4,518,050"
03/16/2022,"124.59","127.10","124.01","126.52","2,457,310"
03/15/2022,"129.40","129.40","122.85","123.37","4,805,900"
03/14/2022,"130.78","131.18","127.86","129.71","2,456,270"
03/11/2022,"131.25","133.97","129.65","130.15","10,924,840"
03/10/2022,"126.37","131.38","124.12","130.84","5,314,130"
03/09/2022,"127.22","127.66","124.85","125.48","4,150,410"
03/08/2022,"129.70","129.70","124.45","126.94","7,203,260"
03/07/2022,"127.80","130.17","126.39","129.18","12,637,810"
03/04/2022,"130.30","132.00","127.35","127.74","7,191,840"
03/03/2022,"130.50","132.81","129.39","130.32","7,120,740"
03/02/2022,"120.80","129.97","120.80","128.85","19,820,730"
02/28/2022,"113.80","122.50","113.01","122.09","7,441,420"
02/25/2022,"109.13","115.00","109.13","114.52","6,115,670"
02/24/2022,"109.50","111.95","106.80","107.50","5,168,210"
02/23/2022,"114.98","115.22","113.44","113.88","2,062,610"
02/22/2022,"115.51","116.62","111.95","113.85","3,839,400"
02/21/2022,"118.62","120.20","117.46","118.15","4,095,350"
02/18/2022,"118.50","120.50","118.27","119.09","1,991,490"
02/17/2022,"120.27","120.96","118.63","119.05","3,446,020"
02/16/2022,"121.10","121.80","118.70","119.21","2,909,380"
02/15/2022,"119.00","121.20","115.16","120.76","5,861,790"
02/14/2022,"120.60","122.60","118.00","118.59","6,503,750"
02/11/2022,"124.10","126.50","123.34","125.48","3,919,710"
02/10/2022,"123.00","125.40","122.60","124.83","8,087,210"
02/09/2022,"123.00","123.33","120.82","122.24","3,031,680"
02/08/2022,"119.66","122.20","117.16","121.96","5,275,250"
02/07/2022,"116.97","121.45","116.61","118.29","5,269,710"
02/04/2022,"117.75","119.78","117.01","117.62","4,476,750"
02/03/2022,"115.20","118.20","114.59","116.57","4,597,850"
02/02/2022,"118.08","118.28","115.82","116.75","4,384,740"
02/01/2022,"111.00","117.39","108.66","116.77","7,011,370"
01/31/2022,"111.30","111.48","108.11","108.55","2,364,140"
01/28/2022,"110.68","112.60","108.08","108.46","4,718,770"
01/27/2022,"110.30","110.37","106.17","108.88","3,566,090"
01/25/2022,"110.25","112.09","108.82","110.87","3,028,980"
01/24/2022,"116.44","116.44","109.01","109.92","4,122,530"
01/21/2022,"120.05","120.42","115.64","116.91","5,051,770"
01/20/2022,"120.88","122.37","119.76","120.75","2,466,560"
01/19/2022,"119.70","122.06","118.31","120.88","4,878,520"
01/18/2022,"123.20","123.30","119.00","119.45","3,214,800"
01/17/2022,"121.50","124.45","119.07","122.97","4,451,300"
01/14/2022,"121.40","122.60","120.61","121.34","3,217,350"
01/13/2022,"115.20","122.50","115.20","122.06","12,838,360"
01/12/2022,"114.18","115.10","113.27","114.72","2,091,740"
01/11/2022,"115.70","116.35","111.29","113.02","3,554,130"
01/10/2022,"116.70","117.31","115.42","116.90","1,882,800"
01/07/2022,"116.20","117.42","114.78","116.02","2,937,490"
01/06/2022,"117.58","118.22","115.57","116.34","2,123,560"
01/05/2022,"114.50","118.05","114.08","117.73","4,550,290"
01/04/2022,"115.32","115.96","113.64","114.90","3,859,740"
01/03/2022,"111.15","115.00","111.15","114.32","3,269,940"
12/31/2021,"110.33","112.33","110.33","111.15","2,545,740"
12/30/2021,"111.80","112.74","109.91","110.11","1,826,470"
12/29/2021,"112.30","112.66","110.82","111.61","1,939,370"
12/28/2021,"112.50","113.14","112.20","112.74","2,253,720"
12/27/2021,"111.33","112.44","110.22","112.24","2,828,630"
12/24/2021,"112.74","113.25","110.46","111.56","3,132,890"
12/23/2021,"114.00","114.66","112.06","112.74","1,782,740"
12/22/2021,"110.85","113.20","110.85","112.75","2,668,430"
12/21/2021,"108.51","112.40","108.51","110.49","5,430,160"
12/20/2021,"112.00","112.00","106.64","107.30","4,192,940"
12/17/2021,"115.60","115.84","112.51","113.19","3,041,560"
12/16/2021,"116.70","116.89","114.39","115.42","1,180,460"
12/15/2021,"117.50","117.55","115.00","115.39","5,010,230"
12/14/2021,"116.01","117.82","114.80","116.70","1,978,230"
12/13/2021,"118.70","119.90","116.18","116.52","3,400,870"
12/10/2021,"117.50","118.88","116.68","118.01","2,005,560"
12/09/2021,"117.86","118.20","115.96","117.68","3,009,270"
